Outcome,Recommendation,TargetType,RuleId,RuleName
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using names that meet Resource Group naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.ResourceGroup.Name,Azure.ResourceGroup.Name
Pass,Consider using RBAC assignments on resource groups instead of individual resources.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.RBAC.UseRGDelegation,Azure.RBAC.UseRGDelegation
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using names that meet Resource Group naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.ResourceGroup.Name,Azure.ResourceGroup.Name
Pass,Consider using RBAC assignments on resource groups instead of individual resources.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.RBAC.UseRGDelegation,Azure.RBAC.UseRGDelegation
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using names that meet Resource Group naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.ResourceGroup.Name,Azure.ResourceGroup.Name
Pass,Consider using RBAC assignments on resource groups instead of individual resources.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.RBAC.UseRGDelegation,Azure.RBAC.UseRGDelegation
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using names that meet Resource Group naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.ResourceGroup.Name,Azure.ResourceGroup.Name
Pass,Consider using RBAC assignments on resource groups instead of individual resources.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.RBAC.UseRGDelegation,Azure.RBAC.UseRGDelegation
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using names that meet Resource Group naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.ResourceGroup.Name,Azure.ResourceGroup.Name
Pass,Consider using RBAC assignments on resource groups instead of individual resources.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.RBAC.UseRGDelegation,Azure.RBAC.UseRGDelegation
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using names that meet Resource Group naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.ResourceGroup.Name,Azure.ResourceGroup.Name
Pass,Consider using RBAC assignments on resource groups instead of individual resources.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.RBAC.UseRGDelegation,Azure.RBAC.UseRGDelegation
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,Consider using names that meet Resource Group naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.ResourceGroup.Name,Azure.ResourceGroup.Name
Pass,Consider using RBAC assignments on resource groups instead of individual resources.,Microsoft.Resources/resourceGroups,PSRule.Rules.Azure\Azure.RBAC.UseRGDelegation,Azure.RBAC.UseRGDelegation
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Logic/workflows,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Logic/workflows,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Logic/workflows,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Logic/workflows,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",microsoft.operationalinsights/workspaces,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.OperationsManagement/solutions,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Sql/servers,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Pass,The logical SQL Server has greater then ten (10) firewall rules. Some rules may not be needed.,Microsoft.Sql/servers,PSRule.Rules.Azure\Azure.SQL.FirewallRuleCount,Azure.SQL.FirewallRuleCount
Fail,Consider using a stable IP address or configure virtual network based firewall rules. Determine if access from Azure services is required for the services connecting to the hosted databases.,Microsoft.Sql/servers,PSRule.Rules.Azure\Azure.SQL.AllowAzureAccess,Azure.SQL.AllowAzureAccess
Fail,SQL Server has greater then ten (10) public IP addresses that are permitted network access. Some rules may not be needed or can be reduced.,Microsoft.Sql/servers,PSRule.Rules.Azure\Azure.SQL.FirewallIPRange,Azure.SQL.FirewallIPRange
Fail,Consider enabling Advanced Data Security and configuring Advanced Thread Protection for SQL logical servers.,Microsoft.Sql/servers,PSRule.Rules.Azure\Azure.SQL.ThreatDetection,Azure.SQL.ThreatDetection
Fail,Consider enabling auditing for each SQL Database logical server and review reports on a regular basis.,Microsoft.Sql/servers,PSRule.Rules.Azure\Azure.SQL.Auditing,Azure.SQL.Auditing
Fail,Consider using Microsoft Entra ID (AAD) authentication with SQL databases.,Microsoft.Sql/servers,PSRule.Rules.Azure\Azure.SQL.AAD,Azure.SQL.AAD
Fail,Consider configuring the minimum supported TLS version to be 1.2.,Microsoft.Sql/servers,PSRule.Rules.Azure\Azure.SQL.MinTLS,Azure.SQL.MinTLS
Pass,Consider using names that meet Azure SQL logical server naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Sql/servers,PSRule.Rules.Azure\Azure.SQL.ServerName,Azure.SQL.ServerName
Pass,Consider enable Transparent Data Encryption (TDE) for Azure SQL Databases to perform encryption at rest.,Microsoft.Sql/servers/databases,PSRule.Rules.Azure\Azure.SQL.TDE,Azure.SQL.TDE
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,Consider using GRS for storage accounts that contain data.,Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.UseReplication,Azure.Storage.UseReplication
Pass,Storage accounts should only accept secure traffic. Consider only accepting encrypted connections by setting the Secure transfer required option. Also consider using Azure Policy to audit or enforce this configuration.,Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.SecureTransfer,Azure.Storage.SecureTransfer
Pass,Consider enabling soft delete on storage accounts to protect blobs from accidental deletion or modification.,Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.SoftDelete,Azure.Storage.SoftDelete
Pass,Consider disallowing anonymous access to storage account blobs unless specifically required. Also consider enforcing this setting using Azure Policy.,Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.BlobPublicAccess,Azure.Storage.BlobPublicAccess
Pass,"To provide secure access to data always use the Private access type (default). Use Shared Access Signatures (SAS) to provide secure access to individual blobs or containers as required.
Consider using SAS tokens stored securely in a key vault, rotated and only accessed by approved applications.",Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.BlobAccessType,Azure.Storage.BlobAccessType
Pass,Consider configuring the minimum supported TLS version to be 1.2. Also consider enforcing this setting using Azure Policy.,Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.MinTLS,Azure.Storage.MinTLS
Pass,Consider using names that meet Storage Account naming requirements. Additionally consider naming resources with a standard naming convention.,Microsoft.Storage/storageAccounts,PSRule.Rules.Azure\Azure.Storage.Name,Azure.Storage.Name
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Web/connections,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Web/connections,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Web/connections,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Web/connections,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Web/connections,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
Fail,"Consider tagging resources using a standard convention. Identify mandatory and optional tags then tag all resources and resource groups using this standard.
Also consider using Azure Policy to enforce mandatory tags.",Microsoft.Web/connections,PSRule.Rules.Azure\Azure.Resource.UseTags,Azure.Resource.UseTags
